Caust.v2_017139-RA	0	0	0
Caust.v2_017141-RA	13	5	8
Caust.v2_017142-RA	8	2	6
Caust.v2_017140-RA	0	0	0
Caust.v2_017138-RA	1	1	0
Caust.v2_011723-RA	6	561	589
Caust.v2_011724-RA	23	448	428
Caust.v2_011726-RA	913	1550	1616
Caust.v2_011729-RA	1063	981	1037
Caust.v2_011733-RA,Caust.v2_011733-RB	6	97	99
Caust.v2_011733-RA	0	0	0
Caust.v2_011733-RA,Caust.v2_011733-RB,Caust.v2_011733-RC	576	327	253
Caust.v2_011733-RB	0	0	0
Caust.v2_011733-RC	0	0	0
Caust.v2_011736-RA	0	237	224
Caust.v2_011738-RA	0	925	950
Caust.v2_011739-RA	152	76	76
Caust.v2_011722-RC,Caust.v2_011722-RD	54	26	28
Caust.v2_011722-RB,Caust.v2_011722-RD	83	463	439
Caust.v2_011722-RA,Caust.v2_011722-RB	0	0	0
Caust.v2_011722-RA,Caust.v2_011722-RB,Caust.v2_011722-RC,Caust.v2_011722-RD	19	136	137
Caust.v2_011722-RA,Caust.v2_011722-RC	0	0	0
Caust.v2_011725-RA	151	485	497
Caust.v2_011727-RA	0	888	785
Caust.v2_011728-RA	0	256	250
Caust.v2_011730-RA	546	760	741
Caust.v2_011732-RA	1814	1808	1906
Caust.v2_011734-RA	15597	7864	7736
Caust.v2_011735-RA	5232	2697	2535
Caust.v2_011737-RA	4264	3339	3262
Caust.v2_011740-RA	3	2	1
Caust.v2_011731-RA	51	912	848
Caust.v2_021764-RA	0	0	0
Caust.v2_022397-RA	0	0	0
Caust.v2_022745-RA	0	0	0
Caust.v2_013500-RA	2	3	4
Caust.v2_013510-RA	97	50	57
Caust.v2_013489-RA	0	0	0
Caust.v2_013503-RA	1	2	1
Caust.v2_013493-RA	0	0	0
Caust.v2_013502-RA	0	1	2
Caust.v2_013501-RA	0	0	0
Caust.v2_013506-RA	0	0	0
Caust.v2_013505-RA	0	0	0
Caust.v2_013508-RA	0	0	0
Caust.v2_013511-RA	0	7	3
Caust.v2_013490-RA	0	0	0
Caust.v2_013498-RA	0	0	0
Caust.v2_013494-RA	0	0	0
Caust.v2_013491-RA	0	0	0
Caust.v2_013495-RA	0	0	0
Caust.v2_013496-RA	0	0	0
Caust.v2_013504-RA	0	0	0
Caust.v2_013507-RA	0	0	0
Caust.v2_013497-RA	0	0	0
Caust.v2_013492-RA	0	0	0
Caust.v2_013509-RA	2	0	2
Caust.v2_013499-RA	0	0	0
Caust.v2_021812-RA	92	52	40
Caust.v2_018962-RA	0	1	1
Caust.v2_018964-RA	123	67	56
Caust.v2_018963-RA	0	1	1
Caust.v2_018965-RA	0	0	0
Caust.v2_020090-RA	1063	547	516
Caust.v2_020091-RA	18	8	10
Caust.v2_016391-RA	3	0	3
Caust.v2_016385-RA	0	0	0
Caust.v2_016389-RA	0	0	0
Caust.v2_016386-RA	0	0	0
Caust.v2_016390-RA	0	0	0
Caust.v2_016387-RA	0	0	0
Caust.v2_016388-RA	0	0	0
Caust.v2_016190-RA	0	0	3
Caust.v2_016191-RA	1	3	1
Caust.v2_016192-RA	3	2	1
Caust.v2_016194-RA	0	0	0
Caust.v2_016187-RA	0	0	0
Caust.v2_016189-RA	0	0	0
Caust.v2_016195-RA	0	0	0
Caust.v2_016188-RA	0	0	0
Caust.v2_016193-RA	0	0	0
Caust.v2_020811-RA	0	0	0
Caust.v2_020812-RA	18	16	2
Caust.v2_016271-RA	7	4	3
Caust.v2_016272-RA	0	0	0
Caust.v2_016273-RA	1396	719	677
Caust.v2_016266-RA	0	0	0
Caust.v2_016264-RA	0	0	0
Caust.v2_016275-RA	0	0	0
Caust.v2_016269-RA	0	0	0
Caust.v2_016268-RA	24	11	13
Caust.v2_016270-RA	0	0	0
Caust.v2_016265-RA	0	0	0
Caust.v2_016267-RA	0	0	0
Caust.v2_016274-RA	0	0	0
Caust.v2_021643-RA	11	7	4
Caust.v2_022702-RA	0	0	0
Caust.v2_021012-RA	3	1	2
Caust.v2_017973-RA	84	47	37
Caust.v2_017974-RA	0	0	0
Caust.v2_017975-RA	3	2	1
Caust.v2_017976-RA	0	0	0
Caust.v2_017977-RA	0	0	0
Caust.v2_019909-RA	0	0	0
Caust.v2_019911-RA	0	0	0
Caust.v2_019910-RA	0	0	0
Caust.v2_021196-RA	0	0	0
Caust.v2_022040-RA	0	0	0
Caust.v2_020780-RA	0	0	0
Caust.v2_008459-RA	1066	553	513
Caust.v2_008460-RB,Caust.v2_008460-RC,Caust.v2_008460-RA	27	14	13
Caust.v2_008460-RB,Caust.v2_008460-RA	0	0	0
Caust.v2_008460-RB	0	0	0
Caust.v2_008460-RB,Caust.v2_008460-RC	39	34	42
Caust.v2_008460-RC	0	0	0
Caust.v2_008460-RA	0	0	0
Caust.v2_008461-RA	1199	663	708
Caust.v2_008463-RA	94	860	872
Caust.v2_008465-RA	0	934	966
Caust.v2_008468-RA	1	1643	1700
Caust.v2_008470-RA	185	1396	1334
Caust.v2_008475-RA	7	3368	3448
Caust.v2_008477-RA	13	11	2
Caust.v2_008481-RA	425	259	267
Caust.v2_008483-RA	11966	6618	6671
Caust.v2_008486-RA	0	0	0
Caust.v2_008486-RA,Caust.v2_008486-RC	0	0	0
Caust.v2_008486-RA,Caust.v2_008486-RC,Caust.v2_008486-RB	2930	1908	1992
Caust.v2_008486-RC	0	0	0
Caust.v2_008486-RB	0	0	0
Caust.v2_008488-RA	633	1714	1656
Caust.v2_008489-RA	55	21	34
Caust.v2_008490-RA	2706	1515	1463
Caust.v2_008464-RA	2562	2708	2607
Caust.v2_008466-RA	0	0	0
Caust.v2_008466-RB,Caust.v2_008466-RA	438	615	574
Caust.v2_008466-RB	5631	2768	2863
Caust.v2_008467-RA	0	0	0
Caust.v2_008467-RB,Caust.v2_008467-RA	3457	1713	1744
Caust.v2_008467-RB	0	0	0
Caust.v2_008469-RB	0	0	0
Caust.v2_008469-RA,Caust.v2_008469-RB	263	1850	1754
Caust.v2_008469-RA	0	0	0
Caust.v2_008471-RB,Caust.v2_008471-RA	0	4	6
Caust.v2_008471-RD,Caust.v2_008471-RA	0	0	0
Caust.v2_008471-RE,Caust.v2_008471-RB	0	0	0
Caust.v2_008471-RC,Caust.v2_008471-RE,Caust.v2_008471-RD,Caust.v2_008471-RB,Caust.v2_008471-RA	0	752	743
Caust.v2_008471-RC	0	31	41
Caust.v2_008471-RC,Caust.v2_008471-RE,Caust.v2_008471-RD	98	233	232
Caust.v2_008472-RA	0	0	0
Caust.v2_008473-RA	32	166	193
Caust.v2_008476-RA	295	3578	3526
Caust.v2_008485-RA	3635	2531	2420
Caust.v2_008487-RA	0	28	23
Caust.v2_008487-RB,Caust.v2_008487-RA	0	489	472
Caust.v2_008487-RB	0	1340	1348
Caust.v2_008491-RA	0	104	107
Caust.v2_008492-RA	0	28	33
Caust.v2_008474-RA	1	1	0
Caust.v2_008480-RA	1	1	0
Caust.v2_008457-RA	0	0	0
Caust.v2_008478-RA	82	49	33
Caust.v2_008484-RA	3	0	3
Caust.v2_008458-RA	30	95	75
Caust.v2_008462-RA	0	46	53
Caust.v2_008479-RA	2	51	52
Caust.v2_008482-RA	42	23	26
Caust.v2_013155-RA	0	0	0
Caust.v2_013159-RA	5404	2999	3012
Caust.v2_013162-RC,Caust.v2_013162-RA,Caust.v2_013162-RB	0	31	50
Caust.v2_013162-RC,Caust.v2_013162-RD,Caust.v2_013162-RA,Caust.v2_013162-RB	0	0	0
Caust.v2_013162-RC,Caust.v2_013162-RD,Caust.v2_013162-RA,Caust.v2_013162-RF,Caust.v2_013162-RE	66	36	30
Caust.v2_013162-RC,Caust.v2_013162-RD,Caust.v2_013162-RA,Caust.v2_013162-RF,Caust.v2_013162-RB,Caust.v2_013162-RE	3909	1966	1943
Caust.v2_013162-RC,Caust.v2_013162-RD,Caust.v2_013162-RF,Caust.v2_013162-RB	2180	1158	1193
Caust.v2_013162-RD	0	0	0
Caust.v2_013162-RA,Caust.v2_013162-RE	0	0	0
Caust.v2_013162-RF,Caust.v2_013162-RE	3	0	3
Caust.v2_013157-RA	0	0	0
Caust.v2_013158-RA	0	0	0
Caust.v2_013160-RA	0	80	98
Caust.v2_013160-RD	0	0	0
Caust.v2_013160-RB	0	0	0
Caust.v2_013160-RC,Caust.v2_013160-RB,Caust.v2_013160-RD	20	38	43
Caust.v2_013160-RC,Caust.v2_013160-RB	0	0	0
Caust.v2_013160-RC	0	0	0
Caust.v2_013161-RA	2434	1310	1215
Caust.v2_013163-RA	6	92	85
Caust.v2_013166-RA	1	0	1
Caust.v2_013167-RA	0	0	0
Caust.v2_013165-RA	0	0	0
Caust.v2_013164-RA	0	0	0
Caust.v2_013156-RA	0	0	0
Caust.v2_022550-RA	0	0	0
Caust.v2_015782-RA,Caust.v2_015782-RB	178	107	108
Caust.v2_015782-RA	0	0	0
Caust.v2_015782-RB	1	0	1
Caust.v2_015785-RA	1835	1749	1666
Caust.v2_015788-RA	264	168	165
Caust.v2_015781-RA	66	63	40
Caust.v2_015784-RA	5	886	857
Caust.v2_015786-RA	0	760	820
Caust.v2_015787-RA	118	88	97
Caust.v2_015783-RA	0	403	373
Caust.v2_015790-RA	4	2	2
Caust.v2_015789-RA	0	0	1
Caust.v2_021423-RA	0	0	0
Caust.v2_021100-RA	0	0	0
Caust.v2_013563-RA	1	0	1
Caust.v2_013565-RB	0	0	0
Caust.v2_013565-RB,Caust.v2_013565-RA	514	250	264
Caust.v2_013565-RA	0	0	0
Caust.v2_013567-RA	17536	8727	8809
Caust.v2_013562-RA	302	177	161
Caust.v2_013566-RA	0	0	0
Caust.v2_013572-RA	0	0	0
Caust.v2_013570-RA	0	0	0
Caust.v2_013564-RA	9	29	16
Caust.v2_013560-RA	0	0	0
Caust.v2_013571-RA	0	0	0
Caust.v2_013573-RA	0	0	0
Caust.v2_013576-RA	0	0	0
Caust.v2_013575-RA	0	0	0
Caust.v2_013561-RA	0	0	0
Caust.v2_013568-RA	0	0	0
Caust.v2_013569-RA	0	0	0
Caust.v2_013574-RA	0	0	0
Caust.v2_004522-RA	44	94	105
Caust.v2_004525-RA	183	87	100
Caust.v2_004526-RA	323	179	146
Caust.v2_004528-RA	76	77	65
Caust.v2_004528-RA,Caust.v2_004528-RB	75	37	38
Caust.v2_004528-RA,Caust.v2_004528-RC	1128	548	580
Caust.v2_004528-RB	1	0	1
Caust.v2_004528-RC	0	0	0
Caust.v2_004532-RA	0	23	34
Caust.v2_004523-RA	3	1	2
Caust.v2_004523-RC,Caust.v2_004523-RA	0	0	0
Caust.v2_004523-RB	0	0	0
Caust.v2_004523-RB,Caust.v2_004523-RC,Caust.v2_004523-RA	584	284	300
Caust.v2_004523-RB,Caust.v2_004523-RC	32	16	16
Caust.v2_004527-RA	241	119	122
Caust.v2_004529-RA	0	7	4
Caust.v2_004530-RA	0	25	30
Caust.v2_004531-RA	0	0	0
Caust.v2_004531-RC	0	0	0
Caust.v2_004531-RB,Caust.v2_004531-RC,Caust.v2_004531-RA	106	53	53
Caust.v2_004531-RB,Caust.v2_004531-RC	0	0	0
Caust.v2_004531-RB	0	0	0
Caust.v2_004533-RA	2544	1266	1335
Caust.v2_004534-RD,Caust.v2_004534-RC,Caust.v2_004534-RF,Caust.v2_004534-RB,Caust.v2_004534-RE,Caust.v2_004534-RA	1701	865	837
Caust.v2_004535-RA	7	77	65
Caust.v2_004524-RA	21	10	15
Caust.v2_004536-RA	1892	1026	1022
Caust.v2_004538-RB,Caust.v2_004538-RA	0	918	944
Caust.v2_004538-RB	0	0	0
Caust.v2_004538-RA	0	0	0
Caust.v2_004543-RB	0	0	0
Caust.v2_004543-RA	144866	72102	72998
Caust.v2_004546-RA	3	1	3
Caust.v2_004546-RA,Caust.v2_004546-RB	583	353	343
Caust.v2_004546-RB	2	2	0
Caust.v2_004552-RA	45	17	28
Caust.v2_004556-RC,Caust.v2_004556-RF,Caust.v2_004556-RA	0	0	0
Caust.v2_004556-RC,Caust.v2_004556-RI,Caust.v2_004556-RA,Caust.v2_004556-RH,Caust.v2_004556-RE	0	0	0
Caust.v2_004556-RC,Caust.v2_004556-RI,Caust.v2_004556-RH,Caust.v2_004556-RG,Caust.v2_004556-RD	41	22	19
Caust.v2_004556-RC,Caust.v2_004556-RF,Caust.v2_004556-RI,Caust.v2_004556-RB,Caust.v2_004556-RG	0	0	0
Caust.v2_004556-RC,Caust.v2_004556-RF,Caust.v2_004556-RI,Caust.v2_004556-RB,Caust.v2_004556-RA,Caust.v2_004556-RH,Caust.v2_004556-RG,Caust.v2_004556-RE,Caust.v2_004556-RD	66	32	34
Caust.v2_004556-RF,Caust.v2_004556-RB	0	0	0
Caust.v2_004556-RF,Caust.v2_004556-RA,Caust.v2_004556-RE	0	0	0
Caust.v2_004556-RI,Caust.v2_004556-RB,Caust.v2_004556-RH,Caust.v2_004556-RG,Caust.v2_004556-RE,Caust.v2_004556-RD	9	3	6
Caust.v2_004556-RB	0	0	0
Caust.v2_004556-RA,Caust.v2_004556-RH,Caust.v2_004556-RE,Caust.v2_004556-RD	1	1	0
Caust.v2_004559-RA	12	3	11
Caust.v2_004563-RA	17	19	17
Caust.v2_004563-RA,Caust.v2_004563-RB	188	295	262
Caust.v2_004563-RB	0	0	2
Caust.v2_004565-RB,Caust.v2_004565-RC,Caust.v2_004565-RE,Caust.v2_004565-RD,Caust.v2_004565-RA	111	265	282
Caust.v2_004565-RB,Caust.v2_004565-RA	0	0	0
Caust.v2_004565-RB	0	0	0
Caust.v2_004565-RB,Caust.v2_004565-RE	0	0	0
Caust.v2_004565-RB,Caust.v2_004565-RC,Caust.v2_004565-RE,Caust.v2_004565-RD	0	0	0
Caust.v2_004565-RB,Caust.v2_004565-RC,Caust.v2_004565-RD	0	0	0
Caust.v2_004565-RC,Caust.v2_004565-RG	0	0	0
Caust.v2_004565-RC,Caust.v2_004565-RE,Caust.v2_004565-RD	0	0	0
Caust.v2_004565-RE	0	0	0
Caust.v2_004565-RD,Caust.v2_004565-RF	0	0	0
Caust.v2_004565-RG,Caust.v2_004565-RF	2	1	1
Caust.v2_004565-RA	0	0	0
Caust.v2_004568-RG,Caust.v2_004568-RD,Caust.v2_004568-RH	0	0	0
Caust.v2_004568-RG,Caust.v2_004568-RD,Caust.v2_004568-RB,Caust.v2_004568-RH,Caust.v2_004568-RC	0	0	0
Caust.v2_004568-RG,Caust.v2_004568-RD,Caust.v2_004568-RF,Caust.v2_004568-RE,Caust.v2_004568-RB,Caust.v2_004568-RH,Caust.v2_004568-RC,Caust.v2_004568-RA	95	56	39
Caust.v2_004568-RG,Caust.v2_004568-RD,Caust.v2_004568-RF,Caust.v2_004568-RE,Caust.v2_004568-RB,Caust.v2_004568-RH,Caust.v2_004568-RC,Caust.v2_004568-RA,Caust.v2_004568-RI	482	255	227
Caust.v2_004568-RG,Caust.v2_004568-RD,Caust.v2_004568-RF,Caust.v2_004568-RE,Caust.v2_004568-RB,Caust.v2_004568-RA,Caust.v2_004568-RI	6	3	3
Caust.v2_004568-RG,Caust.v2_004568-RF,Caust.v2_004568-RB,Caust.v2_004568-RA	0	0	0
Caust.v2_004568-RG,Caust.v2_004568-RD,Caust.v2_004568-RF,Caust.v2_004568-RE,Caust.v2_004568-RH,Caust.v2_004568-RC,Caust.v2_004568-RI	0	0	0
Caust.v2_004568-RG,Caust.v2_004568-RF,Caust.v2_004568-RH	0	0	0
Caust.v2_004568-RD,Caust.v2_004568-RE,Caust.v2_004568-RH,Caust.v2_004568-RC,Caust.v2_004568-RI	0	0	0
Caust.v2_004568-RD,Caust.v2_004568-RE,Caust.v2_004568-RC,Caust.v2_004568-RI	0	0	0
Caust.v2_004568-RF,Caust.v2_004568-RE,Caust.v2_004568-RA	12	3	9
Caust.v2_004568-RB,Caust.v2_004568-RC	0	0	0
Caust.v2_004568-RB,Caust.v2_004568-RA	0	0	0
Caust.v2_004568-RI	0	0	0
Caust.v2_004537-RA	21	21	21
Caust.v2_004539-RA	0	325	303
Caust.v2_004540-RA	672	1194	1190
Caust.v2_004542-RA	589	614	630
Caust.v2_004544-RA	1079	843	775
Caust.v2_004545-RA,Caust.v2_004545-RC,Caust.v2_004545-RB	0	0	0
Caust.v2_004545-RD	1	0	1
Caust.v2_004545-RE,Caust.v2_004545-RG,Caust.v2_004545-RD,Caust.v2_004545-RF,Caust.v2_004545-RA,Caust.v2_004545-RC,Caust.v2_004545-RB	169	85	87
Caust.v2_004545-RE,Caust.v2_004545-RG,Caust.v2_004545-RD,Caust.v2_004545-RF	0	0	0
Caust.v2_004545-RE,Caust.v2_004545-RG,Caust.v2_004545-RF	0	0	0
Caust.v2_004545-RI,Caust.v2_004545-RH	0	0	0
Caust.v2_004545-RI,Caust.v2_004545-RE,Caust.v2_004545-RG,Caust.v2_004545-RH,Caust.v2_004545-RD,Caust.v2_004545-RF	0	0	0
Caust.v2_004545-RI,Caust.v2_004545-RH,Caust.v2_004545-RD	0	0	0
Caust.v2_004545-RI,Caust.v2_004545-RE,Caust.v2_004545-RG,Caust.v2_004545-RH,Caust.v2_004545-RF	9	6	4
Caust.v2_004547-RA	13	67	59
Caust.v2_004548-RA	390	208	198
Caust.v2_004550-RA	0	0	0
Caust.v2_004554-RA	2873	1465	1409
Caust.v2_004555-RA	1369	681	692
Caust.v2_004560-RA	310	153	157
Caust.v2_004561-RA	37	21	16
Caust.v2_004564-RA	0	743	762
Caust.v2_004566-RA	0	220	217
Caust.v2_004567-RA	708	356	363
Caust.v2_004570-RA	0	0	0
Caust.v2_004541-RA	6	379	405
Caust.v2_004549-RA	3	6	13
Caust.v2_004551-RA	0	0	0
Caust.v2_004569-RA	0	0	0
Caust.v2_004571-RA	3	3	0
Caust.v2_004553-RA	4	3	1
Caust.v2_004558-RA	0	2	0
Caust.v2_004557-RA	0	0	0
Caust.v2_004562-RA	0	7	6
Caust.v2_022287-RA	0	0	0
Caust.v2_019761-RA	0	0	0
Caust.v2_019762-RA	0	0	0
Caust.v2_021459-RA	0	0	0
Caust.v2_020851-RA	4	2	2
Caust.v2_017178-RA	0	0	0
Caust.v2_017180-RA	0	0	0
Caust.v2_017181-RA	289	147	142
Caust.v2_017182-RA	1	0	1
Caust.v2_017179-RA	0	0	0
Caust.v2_019428-RA	1	0	1
Caust.v2_019429-RA	91	49	42
Caust.v2_015411-RA	0	0	0
Caust.v2_015414-RA	13	7	23
Caust.v2_015408-RA	4	2	2
Caust.v2_015417-RA	4	3	1
Caust.v2_015415-RA	0	16	1
Caust.v2_015413-RA	0	0	0
Caust.v2_015412-RA	0	0	0
Caust.v2_015410-RA	0	0	0
Caust.v2_015416-RA	6	4	2
Caust.v2_015409-RA	0	0	0
Caust.v2_022186-RA	0	0	0
Caust.v2_019427-RA	240	116	124
Caust.v2_022454-RA	0	0	0
Caust.v2_017746-RA	19	41	49
Caust.v2_017751-RA	0	0	0
Caust.v2_017750-RA	29	25	28
Caust.v2_017749-RA	1	30	17
Caust.v2_017747-RA	0	1	0
Caust.v2_017748-RA	0	0	0
Caust.v2_021262-RA	0	0	0
Caust.v2_020184-RA	0	0	0
Caust.v2_020183-RA	0	0	0
Caust.v2_020182-RA	0	0	0
Caust.v2_022571-RA	0	0	0
Caust.v2_021748-RA	0	0	0
Caust.v2_022183-RA	0	0	0
Caust.v2_018520-RA	0	0	0
Caust.v2_018522-RA	0	0	0
Caust.v2_018523-RA	6	3	3
Caust.v2_018524-RA	0	0	0
Caust.v2_018521-RA	0	0	0
Caust.v2_016254-RA	2	2	0
Caust.v2_016246-RA	0	0	0
Caust.v2_016248-RA	2	2	0
Caust.v2_016250-RA	0	0	0
Caust.v2_016252-RA	0	0	0
Caust.v2_016247-RA	0	0	0
Caust.v2_016249-RA	0	0	0
Caust.v2_016251-RA	0	0	0
Caust.v2_016253-RA	1	0	1
Caust.v2_016255-RA	0	0	0
Caust.v2_016245-RA	0	0	0
Caust.v2_014246-RA	74	29	45
Caust.v2_014247-RA	0	0	0
Caust.v2_014248-RA	2	18	11
Caust.v2_014251-RA	1060	697	653
Caust.v2_014250-RA	25	27	25
Caust.v2_014254-RA	49	23	26
Caust.v2_014255-RA	0	0	0
Caust.v2_014256-RA	1	0	1
Caust.v2_014253-RA	2	1	1
Caust.v2_014252-RA	1	141	150
Caust.v2_014245-RA	0	0	0
Caust.v2_014249-RA	0	0	0
Caust.v2_019607-RA	0	0	0
Caust.v2_016585-RA	0	0	0
Caust.v2_016586-RA	0	0	0
Caust.v2_016587-RA	0	0	0
Caust.v2_016594-RA	0	0	0
Caust.v2_016593-RA	0	0	0
Caust.v2_016588-RA	5	3	2
Caust.v2_016591-RA	1	1	0
Caust.v2_016589-RA	9	6	4
Caust.v2_016592-RA	5	4	1
Caust.v2_016590-RA	0	1	0
Caust.v2_020122-RA	0	0	0
Caust.v2_020123-RA	0	0	0
Caust.v2_016136-RA	17	8	9
Caust.v2_016132-RA	22	17	5
Caust.v2_016134-RA	351	183	168
Caust.v2_016131-RA	6	2	4
Caust.v2_016133-RA	0	0	0
Caust.v2_016135-RA	2	0	2
Caust.v2_009082-RA	1	1	0
Caust.v2_009086-RA	2105	3216	3439
Caust.v2_009089-RA	0	12	11
Caust.v2_009094-RA	1	2034	1980
Caust.v2_009096-RA	0	0	0
Caust.v2_009096-RA,Caust.v2_009096-RB	0	1080	1091
Caust.v2_009096-RB	0	1	0
Caust.v2_009084-RA	0	0	0
Caust.v2_009085-RA	87	1321	1223
Caust.v2_009087-RA	338	1222	1209
Caust.v2_009088-RA	0	0	0
Caust.v2_009088-RC,Caust.v2_009088-RA	0	0	0
Caust.v2_009088-RB,Caust.v2_009088-RC,Caust.v2_009088-RA	455	232	223
Caust.v2_009088-RB	0	0	0
Caust.v2_009088-RB,Caust.v2_009088-RC	0	0	0
Caust.v2_009090-RA	0	0	0
Caust.v2_009090-RB,Caust.v2_009090-RA	448	233	215
Caust.v2_009090-RB	0	0	0
Caust.v2_009090-RC	0	0	0
Caust.v2_009095-RA	0	1979	2034
Caust.v2_009097-RA	0	1358	1310
Caust.v2_009098-RA	709	366	343
Caust.v2_009091-RA	0	0	0
Caust.v2_009083-RA	0	0	0
Caust.v2_009092-RA	0	0	0
Caust.v2_009093-RA	1	1	0
Caust.v2_009099-RA	1615	845	815
Caust.v2_009101-RA	341	281	314
Caust.v2_009103-RA	489	669	626
Caust.v2_009105-RA	922	742	725
Caust.v2_009110-RA	9	22	11
Caust.v2_009100-RB	1	0	1
Caust.v2_009100-RA,Caust.v2_009100-RB	2891	1455	1481
Caust.v2_009100-RA	0	0	0
Caust.v2_009102-RA	14	172	164
Caust.v2_009104-RA	82	559	604
Caust.v2_009108-RA	111	57	54
Caust.v2_009107-RA	3	3	4
Caust.v2_009114-RA	0	2	5
Caust.v2_009113-RA	0	1	0
Caust.v2_009111-RA	1	3	3
Caust.v2_009106-RA	2	75	78
Caust.v2_009109-RA	0	2	2
Caust.v2_009112-RA	3	2	8
Caust.v2_018479-RA	8	4	4
Caust.v2_018480-RA	0	0	0
Caust.v2_018478-RA	0	0	0
Caust.v2_021149-RA	0	0	0
Caust.v2_018178-RA	0	0	0
Caust.v2_018181-RA	0	0	0
Caust.v2_018180-RA	0	0	0
Caust.v2_018177-RA	0	0	0
Caust.v2_018179-RA	0	0	0
Caust.v2_022108-RA	0	0	0
Caust.v2_020549-RA	0	0	0
Caust.v2_020548-RA	0	0	0
Caust.v2_019942-RA	0	0	0
Caust.v2_019943-RA	0	0	0
Caust.v2_019941-RA	1	0	1
Caust.v2_021287-RA	0	0	0
Caust.v2_017804-RA	212	112	100
Caust.v2_017802-RA	147	59	88
Caust.v2_017803-RA	0	0	0
Caust.v2_022595-RA	0	0	0
Caust.v2_021332-RA	0	0	0
Caust.v2_020307-RA	2	29	30
Caust.v2_020308-RA	0	28	29
Caust.v2_015105-RA	0	327	345
Caust.v2_015107-RA	1188	2949	2846
Caust.v2_015104-RA	0	89	82
Caust.v2_015104-RC,Caust.v2_015104-RA	0	0	0
Caust.v2_015104-RB,Caust.v2_015104-RC	0	0	0
Caust.v2_015104-RB,Caust.v2_015104-RC,Caust.v2_015104-RA	655	325	330
Caust.v2_015104-RB	0	0	0
Caust.v2_015106-RA	886	433	453
Caust.v2_015108-RA	0	2267	2340
Caust.v2_017222-RA	1171	585	602
Caust.v2_017225-RA	1	0	1
Caust.v2_017223-RA	106	71	51
Caust.v2_017224-RA	0	0	0
Caust.v2_020977-RA	965	497	468
Caust.v2_022428-RA	0	0	0
