GeneInfo	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_004556-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004556-RA	0	0	1	1	0	0	0	0	0	0	0	0
Caust.v2_004559-RA	10	8	12	8	2	4	0	19	10	20	12	13
Caust.v2_004563-RA	15	14	17	13	17	17	15	11	10	17	18	8
Caust.v2_004563-RA	175	163	188	191	139	169	169	221	161	115	161	213
Caust.v2_004563-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RB	158	106	111	112	111	137	129	162	138	84	107	181
Caust.v2_004565-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RE	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004565-RG	3	0	2	2	0	0	1	2	2	1	1	0
Caust.v2_004565-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004568-RG	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004568-RG	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004568-RG	104	70	95	83	50	64	73	91	69	60	48	94
Caust.v2_004568-RG	597	362	482	483	326	432	500	487	363	418	365	533
Caust.v2_004568-RG	15	10	6	13	7	17	10	11	9	10	10	6
Caust.v2_004568-RG	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004568-RG	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004568-RG	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004568-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004568-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004568-RF	12	5	12	5	4	4	13	9	1	2	5	7
Caust.v2_004568-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004568-RB	0	0	0	1	0	0	1	0	0	0	0	0
Caust.v2_004568-RI	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004537-RA	10	12	21	21	5	9	18	17	15	12	13	44
Caust.v2_004539-RA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_004540-RA	780	493	672	625	516	570	728	860	478	542	613	982
Caust.v2_004542-RA	449	541	589	722	537	417	443	582	457	427	545	462
Caust.v2_004544-RA	1440	879	1079	1247	673	1128	1665	1827	907	1037	1076	3520
Caust.v2_004545-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004545-RD	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_004545-RE	225	161	169	120	96	253	65	108	254	112	116	73
Caust.v2_004545-RE	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004545-RE	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004545-RI	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004545-RI	4	0	0	1	2	2	3	3	1	3	1	0
Caust.v2_004545-RI	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004545-RI	20	7	9	10	3	11	15	24	3	6	8	6
Caust.v2_004547-RA	13	16	13	12	7	20	10	17	20	7	11	11
Caust.v2_004548-RA	475	1131	390	1145	794	462	495	795	728	508	925	481
Caust.v2_004550-RA	0	0	0	0	0	0	1	0	2	0	0	0
Caust.v2_004554-RA	3996	2351	2873	3602	2237	2788	3055	4179	2038	2768	2700	3965
Caust.v2_004555-RA	1460	1540	1369	1898	1408	1318	1385	1879	1550	1249	1555	1774
Caust.v2_004560-RA	524	363	310	546	395	415	384	772	595	398	470	432
Caust.v2_004561-RA	70	56	37	70	44	59	35	82	92	56	65	57
Caust.v2_004564-RA	0	0	0	0	1	0	1	1	0	0	1	0
Caust.v2_004566-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004567-RA	768	680	708	907	734	657	579	655	776	533	697	581
Caust.v2_004570-RA	1	0	0	0	1	0	0	0	0	1	0	0
Caust.v2_004541-RA	13	1	6	11	5	1	2	17	1	4	6	5
Caust.v2_004549-RA	0	5	3	0	0	0	1	2	0	3	2	3
Caust.v2_004551-RA	4	4	0	3	1	0	0	4	6	2	4	0
Caust.v2_004569-RA	0	2	0	0	0	2	0	2	1	0	0	1
Caust.v2_004571-RA	4	0	3	0	5	2	2	7	2	0	4	1
Caust.v2_004553-RA	4	6	4	2	2	8	1	0	4	6	6	2
Caust.v2_004558-RA	1	0	0	0	0	0	2	1	1	0	0	0
Caust.v2_004557-RA	1	0	0	1	0	3	1	2	7	2	7	0
Caust.v2_004562-RA	1	1	0	1	4	2	2	4	8	3	0	3
Caust.v2_022287-RA	0	0	0	0	0	0	0	1	3	1	4	0
Caust.v2_019761-RA	0	0	0	0	0	0	0	0	1	0	1	0
Caust.v2_019762-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021459-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020851-RA	2	6	4	7	5	1	25	5	4	0	19	27
Caust.v2_017178-RA	5	1	0	2	2	1	2	13	9	2	5	2
Caust.v2_017180-RA	0	0	0	0	0	0	0	0	0	2	0	4
Caust.v2_017181-RA	205	568	289	527	192	456	386	247	459	378	589	260
Caust.v2_017182-RA	0	0	1	1	0	0	0	1	3	0	0	0
Caust.v2_017179-RA	0	0	0	0	0	1	0	3	0	0	0	0
Caust.v2_019428-RA	0	1	1	2	0	0	1	0	0	1	0	0
Caust.v2_019429-RA	65	161	91	118	120	50	84	91	78	53	118	102
Caust.v2_015411-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015414-RA	13	10	13	21	11	13	9	18	17	12	13	10
Caust.v2_015408-RA	13	14	4	6	9	14	7	7	5	5	8	9
Caust.v2_015417-RA	5	2	4	3	1	1	0	7	6	6	5	6
Caust.v2_015415-RA	0	0	0	0	0	0	0	1	1	0	0	0
Caust.v2_015413-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_015412-RA	0	0	0	0	0	0	0	0	2	0	1	0
Caust.v2_015410-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015416-RA	7	3	6	11	3	2	4	7	3	3	15	5
Caust.v2_015409-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022186-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019427-RA	131	118	240	96	96	118	166	358	3	94	220	225
Caust.v2_022454-RA	0	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_017746-RA	22	21	19	23	14	7	2	11	10	8	13	9
Caust.v2_017751-RA	2	1	0	3	5	1	0	4	2	0	2	0
Caust.v2_017750-RA	31	19	29	36	36	20	6	16	28	13	15	9
Caust.v2_017749-RA	1	3	1	2	1	0	1	0	0	0	0	0
Caust.v2_017747-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017748-RA	0	0	0	0	0	0	0	0	2	1	0	0
Caust.v2_021262-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020184-RA	1	0	0	2	0	0	0	3	4	0	0	1
Caust.v2_020183-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020182-RA	2	0	0	0	1	1	0	0	0	3	1	1
Caust.v2_022571-RA	0	0	0	0	6	0	0	0	0	4	4	2
Caust.v2_021748-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022183-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_018520-RA	1	1	0	0	0	0	0	1	1	0	0	0
Caust.v2_018522-RA	3	10	0	6	4	0	0	0	5	1	1	2
Caust.v2_018523-RA	1	4	6	3	0	8	1	3	2	0	2	1
Caust.v2_018524-RA	0	0	0	0	1	1	0	0	2	1	0	0
Caust.v2_018521-RA	1	1	0	0	0	0	2	1	0	1	0	0
Caust.v2_016254-RA	1	0	2	0	2	0	0	0	0	0	0	0
Caust.v2_016246-RA	0	0	0	2	0	0	0	0	0	0	0	0
Caust.v2_016248-RA	0	0	2	1	0	1	0	0	0	2	0	0
Caust.v2_016250-RA	0	0	0	0	0	3	0	0	5	0	0	0
Caust.v2_016252-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016247-RA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_016249-RA	0	0	0	0	0	1	2	0	3	1	0	0
Caust.v2_016251-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_016253-RA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_016255-RA	1	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_016245-RA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_014246-RA	41	95	74	11	40	6	44	43	59	45	93	93
Caust.v2_014247-RA	0	0	0	0	0	1	0	1	0	0	0	0
Caust.v2_014248-RA	4	2	2	3	5	42	4	14	90	6	6	10
Caust.v2_014251-RA	1359	1166	1060	909	872	1317	692	1032	1796	820	1128	1545
Caust.v2_014250-RA	30	19	25	31	22	39	22	21	36	17	37	23
Caust.v2_014254-RA	108	59	49	107	47	93	171	214	107	105	88	238
Caust.v2_014255-RA	4	1	0	0	2	7	24	10	17	8	5	20
Caust.v2_014256-RA	1	1	1	2	0	5	7	9	27	8	10	0
Caust.v2_014253-RA	4	10	2	13	7	8	18	9	22	15	8	21
Caust.v2_014252-RA	3	6	1	1	12	5	2	4	3	1	4	2
Caust.v2_014245-RA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_014249-RA	0	0	0	0	0	0	0	1	1	3	0	0
Caust.v2_019607-RA	0	0	0	0	0	1	0	0	0	0	0	1
Caust.v2_016585-RA	0	1	0	0	1	0	0	0	0	0	0	0
Caust.v2_016586-RA	0	0	0	0	0	0	0	0	2	0	1	0
Caust.v2_016587-RA	1	1	0	0	1	2	0	1	2	1	2	0
Caust.v2_016594-RA	0	0	0	0	1	0	0	0	2	0	0	0
Caust.v2_016593-RA	0	2	0	0	1	0	0	2	2	2	0	0
Caust.v2_016588-RA	8	2	5	4	10	9	5	1	6	2	1	3
Caust.v2_016591-RA	2	0	1	2	1	1	0	0	3	1	0	0
Caust.v2_016589-RA	10	11	9	10	10	4	6	5	6	10	1	7
Caust.v2_016592-RA	1	3	5	0	0	5	1	6	3	0	0	0
Caust.v2_016590-RA	0	1	0	0	0	0	0	0	4	0	0	0
Caust.v2_020122-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020123-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016136-RA	18	11	17	14	5	11	9	5	5	16	6	7
Caust.v2_016132-RA	164	23	22	63	28	61	19	35	23	40	22	27
Caust.v2_016134-RA	569	159	351	341	206	314	507	787	308	288	456	472
Caust.v2_016131-RA	18	12	6	13	9	4	11	10	5	4	13	6
Caust.v2_016133-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016135-RA	0	0	2	0	0	2	0	0	0	0	0	0
Caust.v2_009082-RA	2	1	1	0	0	1	0	0	1	0	2	0
Caust.v2_009086-RA	1759	1750	2105	2178	2025	1668	1484	2117	1696	1499	1629	1597
Caust.v2_009089-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009094-RA	0	1	1	0	0	0	0	1	0	2	0	0
Caust.v2_009096-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009096-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009096-RB	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_009084-RA	0	0	0	0	0	2	0	0	0	0	0	1
Caust.v2_009085-RA	35	135	87	105	63	82	111	74	76	39	41	146
Caust.v2_009087-RA	472	246	338	401	201	337	271	469	254	270	294	356
Caust.v2_009088-RA	0	0	0	0	0	0	0	0	1	1	0	0
Caust.v2_009088-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009088-RB	325	250	455	422	337	320	221	349	302	274	336	397
Caust.v2_009088-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009088-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009090-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009090-RB	713	579	448	378	418	176	149	271	312	435	291	279
Caust.v2_009090-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009090-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009095-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009097-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009098-RA	855	703	709	824	567	645	750	954	620	542	701	1200
Caust.v2_009091-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_009083-RA	0	0	0	0	0	30	0	0	1	0	0	8
Caust.v2_009092-RA	3	4	0	1	0	4	1	1	2	0	8	1
Caust.v2_009093-RA	0	0	1	0	1	0	0	1	1	0	2	0
Caust.v2_009099-RA	1986	1415	1615	1942	1528	1321	1151	1618	1527	1198	1541	1105
Caust.v2_009101-RA	410	229	341	375	220	444	575	585	326	296	277	863
Caust.v2_009103-RA	618	584	489	747	547	464	840	930	516	502	633	1516
Caust.v2_009105-RA	1057	704	922	1059	763	991	1103	1317	828	772	857	1177
Caust.v2_009110-RA	12	5	9	13	8	10	3	9	12	19	4	9
Caust.v2_009100-RB	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_009100-RA	2707	1865	2891	2557	1932	2530	2672	2922	2430	1941	2343	2759
Caust.v2_009100-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009102-RA	12	6	14	25	20	18	12	18	14	11	11	21
Caust.v2_009104-RA	90	75	82	67	54	100	119	136	75	56	66	141
Caust.v2_009108-RA	128	64	111	101	82	97	155	101	98	111	76	151
Caust.v2_009107-RA	7	2	3	1	3	4	0	0	2	3	2	5
Caust.v2_009114-RA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_009113-RA	5	0	0	1	0	4	0	1	1	0	2	3
Caust.v2_009111-RA	5	1	1	3	4	6	3	3	1	5	0	1
Caust.v2_009106-RA	6	1	2	0	2	3	2	6	8	0	8	1
Caust.v2_009109-RA	17	0	0	2	1	2	2	3	1	2	0	1
Caust.v2_009112-RA	0	0	3	2	0	0	1	0	1	3	0	4
Caust.v2_018479-RA	3	13	8	3	11	15	4	14	20	8	0	7
Caust.v2_018480-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018478-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021149-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018178-RA	0	0	0	0	2	0	2	0	0	3	0	0
Caust.v2_018181-RA	0	1	0	0	0	0	0	0	0	1	2	0
Caust.v2_018180-RA	0	0	0	0	0	0	0	0	1	5	0	1
Caust.v2_018177-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018179-RA	0	0	0	0	0	5	0	0	0	0	0	0
Caust.v2_022108-RA	0	0	0	0	0	2	0	0	0	0	0	0
Caust.v2_020549-RA	0	0	0	0	1	0	1	0	0	0	0	0
Caust.v2_020548-RA	0	1	0	1	0	1	2	0	1	0	0	0
Caust.v2_019942-RA	1	0	0	0	0	0	0	0	0	0	2	0
Caust.v2_019943-RA	1	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_019941-RA	0	0	1	2	0	7	0	0	7	6	0	1
Caust.v2_021287-RA	0	0	0	0	0	0	1	1	0	0	1	2
Caust.v2_017804-RA	239	213	212	223	77	96	222	223	186	165	195	221
Caust.v2_017802-RA	180	233	147	592	160	197	391	739	200	165	260	486
Caust.v2_017803-RA	4	2	0	1	0	4	3	1	1	1	3	0
Caust.v2_022595-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021332-RA	0	0	0	1	0	0	0	0	0	0	0	1
Caust.v2_020307-RA	3	1	2	6	10	1	1	3	3	2	9	4
Caust.v2_020308-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_015105-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015107-RA	1434	976	1188	1259	835	1103	1400	1795	786	870	959	1691
Caust.v2_015104-RA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_015104-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015104-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015104-RB	934	564	655	847	488	798	838	1001	614	668	662	1132
Caust.v2_015104-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015106-RA	1102	656	886	1020	726	995	1407	1575	962	802	793	1214
Caust.v2_015108-RA	1	0	0	0	1	0	1	0	0	0	1	1
Caust.v2_017222-RA	1381	1704	1171	1457	1253	802	565	562	1040	826	1445	606
Caust.v2_017225-RA	2	4	1	34	20	7	1	4	24	12	17	7
Caust.v2_017223-RA	58	278	106	359	337	78	21	62	138	187	217	46
Caust.v2_017224-RA	0	1	0	1	1	0	0	1	0	0	1	0
Caust.v2_020977-RA	953	744	965	964	928	1465	1063	1170	1569	802	1081	1270
Caust.v2_022428-RA	0	2	0	0	0	4	1	0	1	0	0	0
Caust.v2_021470-RA	0	1	1	1	2	0	3	1	0	3	1	0
Caust.v2_022332-RA	1	0	1	0	1	0	1	2	0	0	0	0
Caust.v2_021700-RA	0	1	0	0	0	3	0	0	1	1	2	0
Caust.v2_020213-RA	1	0	5	6	1	3	2	4	6	2	5	2
Caust.v2_020214-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012157-RA	31	49	34	95	32	24	23	42	46	21	36	31
Caust.v2_012159-RA	6	3	4	0	2	3	9	4	5	2	3	7
Caust.v2_012160-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012161-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012168-RA	14584	15095	9817	13013	13432	7806	4501	7924	10094	8069	15221	5332
Caust.v2_012171-RA	1436	1102	1164	1517	881	1226	1532	1912	1080	1207	1167	2636
Caust.v2_012165-RA	15	1	5	1	1	7	10	11	8	11	3	9
Caust.v2_012167-RA	2	0	2	0	0	1	0	2	5	0	1	1
Caust.v2_012170-RA	0	1	0	0	0	0	0	4	1	0	0	0
Caust.v2_012164-RA	0	0	0	0	0	2	4	1	0	0	0	0
Caust.v2_012158-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012163-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012169-RA	0	0	0	0	0	1	0	2	0	0	0	0
Caust.v2_012162-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012166-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019007-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019006-RA	2	2	0	2	0	0	0	0	0	0	2	0
Caust.v2_019005-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019008-RA	0	0	0	4	0	0	0	0	0	0	0	0
Caust.v2_022291-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022620-RA	0	0	0	0	1	0	0	5	0	0	0	0
Caust.v2_021814-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020350-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020351-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011991-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011991-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011991-RA	232	153	191	254	158	200	250	275	149	148	165	302
Caust.v2_011991-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011991-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011991-RB	1	0	0	1	4	0	0	1	0	1	2	0
Caust.v2_011987-RA	3960	3228	3543	4580	2658	3204	3445	3723	3079	2985	2997	4130
Caust.v2_011988-RA	2331	1212	1884	1417	1007	1846	2045	2671	1295	1212	1621	2588
Caust.v2_011989-RA	124	80	97	101	77	93	104	110	71	63	84	141
Caust.v2_011990-RA	511	286	366	280	302	345	309	323	348	269	265	228
Caust.v2_011992-RA	1	0	0	1	1	0	1	1	0	1	0	0
Caust.v2_011986-RA	0	0	0	0	0	0	0	2	1	0	0	0
Caust.v2_011985-RA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_011998-RA	7	5	6	15	5	5	16	23	11	12	3	21
Caust.v2_011998-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011998-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011998-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011995-RA	745	1042	828	1548	954	597	742	832	832	652	863	625
Caust.v2_011999-RA	3	2	3	1	3	1	4	11	0	0	0	1
Caust.v2_011997-RA	0	1	0	2	1	0	0	0	0	0	2	0
Caust.v2_011996-RA	2	0	2	5	0	0	0	1	2	2	1	0
Caust.v2_011994-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012003-RA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_012000-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012001-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012002-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011993-RA	0	0	0	1	0	0	0	1	3	0	0	0
Caust.v2_012004-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012005-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021767-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022076-RA	2	2	1	0	0	0	0	2	2	1	0	0
Caust.v2_020077-RA	156	97	108	124	117	75	70	130	137	132	77	81
Caust.v2_020076-RA	51	49	41	39	45	15	19	45	48	40	37	20
Caust.v2_018459-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018457-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018460-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018458-RA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_022195-RA	3	0	0	0	0	0	0	4	0	0	0	5
Caust.v2_021222-RA	0	0	0	2	0	0	0	0	0	0	0	0
Caust.v2_014302-RA	1	6	7	24	10	3	4	1	23	0	2	5
Caust.v2_014303-RA	9026	84074	4598	59921	87950	87493	58805	116275	214360	33979	112903	96355
Caust.v2_014307-RA	75	143	184	235	160	64	66	94	167	62	94	64
Caust.v2_014308-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014308-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014308-RC	615	399	925	708	815	600	129	272	591	345	534	197
Caust.v2_014308-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014308-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014304-RA	131	2	21	14	10	122	27	33	216	21	135	113
Caust.v2_014305-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014305-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014305-RB	626	122	566	756	964	294	197	215	678	341	364	139
Caust.v2_014305-RB	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_014309-RA	0	0	0	0	0	0	0	0	0	0	2	0
Caust.v2_014306-RA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_009635-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009635-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009635-RB	1393	1310	1215	1480	989	1160	1056	1366	1265	1065	1139	1489
Caust.v2_009635-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009635-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009635-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009635-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009635-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009636-RA	9	5	5	9	4	20	21	6	8	5	4	3
Caust.v2_009638-RA	104	49	85	62	52	108	62	70	89	33	67	44
Caust.v2_009638-RA	3796	2154	1510	5764	4273	3132	3891	4321	3016	2282	1758	7442
Caust.v2_009638-RB	0	0	0	2	6	3	0	1	3	0	0	0
Caust.v2_009642-RA	545	366	446	549	406	431	437	593	437	376	424	598
Caust.v2_009646-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009646-RC	1076	889	1094	1061	771	950	1283	1424	977	968	826	1282
Caust.v2_009646-RB	1	0	1	0	0	0	0	1	0	0	0	0
Caust.v2_009647-RB	448	132	275	370	123	506	729	757	182	324	245	768
Caust.v2_009648-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009649-RA	510	376	400	406	305	450	487	570	333	388	340	535
Caust.v2_009651-RA	68	53	128	91	97	65	23	55	89	54	98	32
Caust.v2_009653-RA	73	47	66	90	49	45	67	82	43	72	62	77
Caust.v2_009656-RA	2768	1989	2652	2111	1852	2232	1908	2579	2140	2065	2007	2235
Caust.v2_009658-RA	1245	891	1374	1196	972	1250	1577	2013	1073	1069	1035	2836
Caust.v2_009633-RA	0	2	1	2	1	2	1	0	0	0	2	1
Caust.v2_009637-RA	228	118	249	210	181	231	251	228	222	169	207	199
Caust.v2_009639-RA	710	674	698	798	691	670	612	748	763	550	604	711
Caust.v2_009640-RA	1	2	1	3	0	2	0	6	2	3	3	3
Caust.v2_009645-RA	45	39	57	64	28	46	66	85	31	39	44	99
Caust.v2_009650-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009652-RA	862	637	783	733	640	866	847	1031	821	598	685	1270
Caust.v2_009654-RA	341	304	267	258	233	444	415	454	330	206	316	522
Caust.v2_009657-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009659-RA	0	0	1	0	0	0	0	1	1	1	0	0
Caust.v2_009630-RA	0	0	4	0	0	0	0	1	0	0	0	0
Caust.v2_009632-RA	0	0	0	0	1	0	0	0	1	0	0	0
Caust.v2_009629-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009655-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009660-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009641-RA	0	0	0	5	3	0	1	2	4	2	2	1
Caust.v2_009643-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009627-RA	22	8	10	13	4	49	30	30	9	21	5	10
Caust.v2_009628-RA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009631-RA	16	7	10	2	4	13	16	12	6	6	6	7
Caust.v2_009644-RA	27	10	22	19	14	19	3	19	23	16	14	7
Caust.v2_009634-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021674-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015355-RA	11	11	2	6	2	5	3	2	4	7	14	2
Caust.v2_015363-RA	18	11	0	25	23	0	0	0	13	0	17	40
Caust.v2_015356-RA	1432	1268	1311	1288	1212	1746	1149	1611	1913	1111	1238	1537
Caust.v2_015357-RA	91	101	207	274	238	108	20	52	177	97	162	40
Caust.v2_015361-RA	0	0	1	0	2	0	2	0	2	0	3	0
Caust.v2_015362-RA	10	3	4	2	1	0	4	5	4	3	8	3
Caust.v2_015358-RA	0	1	1	1	0	0	3	0	2	1	1	0
