GeneInfo	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_003400303.3	396	355	368	270	282	297	351	333	261	325	203	246
XM_012315439.2	0	0	0	1	0	0	1	0	2	1	0	1
XM_020866310.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400302.3	63	77	79	49	72	46	37	47	54	50	31	50
XM_012315436.2	1978	2700	2029	1998	2073	2035	1886	1785	2033	2142	1505	1693
XM_020866311.1	2	5	4	2	6	1	2	6	5	4	1	0
XM_020866312.1	1	0	1	1	0	0	0	1	1	0	0	0
XM_020866314.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400300.3	1	0	1	0	1	1	2	2	2	5	0	1
XM_020866313.1	0	0	0	2	1	2	2	1	0	0	0	0
XM_020866305.1	2380	3690	2391	3208	2809	2972	3832	3372	3203	2195	2745	2449
XM_012315435.2	3	13	8	10	9	3	8	9	2	0	4	6
XM_020866086.1	22	18	21	21	10	10	15	10	12	26	7	12
XM_003400276.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315432.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315433.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315431.2	894	1464	1135	862	888	1181	1196	1213	943	899	899	990
XM_003400269.3	532	610	551	566	495	459	575	415	380	488	368	413
XM_003400247.3	44	38	43	28	25	16	50	25	32	45	16	22
XR_002308291.1	272	95	134	154	157	161	185	137	229	283	87	96
XR_002308290.1	54	30	17	18	24	24	35	22	28	51	12	20
XM_003400217.3	342	265	342	238	255	206	344	200	175	232	135	283
XM_003400208.3	24	17	23	23	29	25	25	20	20	22	7	10
XM_012315430.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308292.1	900	991	956	698	699	739	680	697	880	698	519	630
XM_012315429.1	0	0	0	0	1	0	0	1	1	4	0	1
XM_003400198.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315425.2	2144	2011	2308	2245	1528	1610	1893	1620	2243	1637	1086	1612
XM_003400188.3	235	284	288	301	242	257	258	293	257	177	181	247
XM_020866172.1	5	9	4	6	3	3	2	5	1	3	4	7
XM_020866171.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866170.1	3	8	5	7	8	1	4	6	6	3	0	3
XM_012315426.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315427.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866173.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308301.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308300.1	0	2	1	0	0	0	5	1	0	1	1	1
TRNAS-CGA-2	0	0	0	0	0	0	0	1	0	0	0	0
XM_003400181.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866174.1	72	12	25	32	74	48	20	71	108	41	22	19
XM_012315424.1	596	504	416	379	381	243	398	334	391	421	239	318
XM_012315423.2	163	110	106	84	107	73	99	117	91	114	61	87
XR_001099257.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400153.2	54	47	30	18	29	18	30	32	25	26	9	30
XM_012315421.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400142.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315422.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400143.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315420.2	19610	29825	18570	24915	23576	27390	33630	24806	24870	15669	21341	21727
XM_012315419.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315416.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315415.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315412.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315418.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866177.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866179.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315414.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315413.2	127	94	175	108	144	105	121	116	108	81	73	103
XM_020866178.1	33	14	24	18	26	21	22	21	10	16	13	17
XM_003400112.3	19578	12297	29044	13327	10648	6935	22315	8698	9829	18157	8592	7178
XM_012315405.2	6701	5033	5181	3437	3348	2090	5326	4221	8643	4325	2159	2003
XM_012315406.2	1124	498	593	421	378	238	875	515	798	598	259	280
XM_020866176.1	5026	5204	6252	3597	3243	3597	4144	4404	3675	5323	3935	3550
XM_020866164.1	33	32	44	42	17	33	25	36	18	48	26	28
XM_020866182.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315409.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866181.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866180.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866183.1	0	0	0	0	0	0	0	0	0	0	1	0
XM_003400093.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866175.1	1609	1498	1302	1238	1077	1202	1445	1248	1012	1065	895	1072
XM_012315411.2	91	76	93	93	54	51	61	55	53	44	57	63
XM_003400072.3	75	47	41	56	39	52	76	51	50	57	30	47
XM_003400301.3	198	549	358	476	306	379	476	313	336	297	349	375
XM_003400242.3	3	1	2	0	1	1	3	2	0	1	3	0
XM_020866189.1	0	0	0	0	0	0	1	0	0	1	0	0
XM_012315404.2	15	34	23	15	17	13	27	15	19	23	17	10
XM_020866108.1	30	21	18	9	14	31	14	21	13	18	8	24
XM_003400149.3	101	97	75	68	68	74	93	64	50	55	73	76
XM_003400285.3	43	63	50	56	23	59	26	55	20	19	33	40
XM_012315402.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866107.1	22	16	27	34	15	53	12	27	6	8	19	27
XM_012315740.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315746.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315749.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315750.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315743.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315745.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866360.1	0	0	0	0	0	0	0	0	0	0	0	1
XM_003400315.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315751.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315753.2	6616	6914	6934	6060	5223	5771	7517	4824	6013	6661	4516	4805
XM_003400316.3	61	73	75	55	71	54	85	58	62	56	53	59
XM_012315755.2	1277	1405	1048	963	1011	1134	1420	1040	980	981	939	876
XM_012315754.2	5787	9239	5762	7229	5516	6853	6477	5824	6135	4691	5378	5447
XM_012315756.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866362.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866364.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315757.1	4	2	1	1	0	0	3	0	2	0	0	0
XM_003400320.3	3851	7712	4591	6205	4779	5752	6042	4910	5345	3579	4651	5045
XM_020866365.1	3797	3496	3613	2976	2958	2801	3876	3001	2597	2972	2366	2483
XM_003400322.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315759.2	0	0	0	0	0	0	0	0	0	0	0	0
TRNAI-UAU	2	0	0	0	0	0	0	0	0	0	0	0
XM_020866369.1	1	1	0	3	0	1	2	0	1	0	1	1
XM_012315848.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866368.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866367.1	826	1024	776	809	655	694	894	708	673	710	565	641
XM_020866366.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866370.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315761.2	0	1	0	3	0	0	1	5	1	1	0	0
XM_003400325.2	0	0	0	0	0	0	3	0	0	0	1	0
XM_003400326.3	0	1	1	1	0	0	3	2	1	0	0	1
XM_003400327.3	0	2	1	1	2	3	8	1	2	4	1	1
XM_003400328.3	11	85	20	50	19	12	6	27	23	21	17	15
XM_020866571.1	8	16	21	22	7	16	10	13	12	8	12	13
XM_012315768.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315766.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315769.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866456.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315764.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315763.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400329.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315771.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315770.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315765.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400331.3	3	6	10	10	6	5	9	5	3	4	3	8
XM_012315775.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315774.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315773.2	1949	1541	1708	1283	1483	1473	1841	1509	1256	1340	969	1127
XM_012315772.2	4167	3192	3118	2791	2743	3111	3870	3057	2454	3029	2147	2216
XM_020866458.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866457.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315787.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866460.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866459.1	9	7	10	6	9	4	7	3	6	8	5	7
XM_012315784.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315789.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315788.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315786.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400333.3	626	736	715	906	501	712	763	513	702	612	626	601
XM_012315778.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315780.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315777.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315779.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400332.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400336.3	28	17	19	11	15	12	22	13	13	17	12	13
XM_020866485.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866484.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866483.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866482.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400337.3	8	9	4	4	3	6	10	5	6	2	3	3
XM_020866632.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866636.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866631.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866635.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866630.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315790.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866633.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866634.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866637.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866638.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866639.1	1	1	0	1	3	0	1	2	0	0	0	0
XM_020866640.1	0	0	0	0	0	1	0	0	0	1	0	0
XM_012315792.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315794.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315793.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400339.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400340.3	3	2	2	0	3	2	4	5	4	3	1	0
XM_012315795.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308367.1	11	14	27	17	22	28	10	14	5	18	16	10
XR_002308368.1	87	65	74	52	60	56	36	55	47	50	45	32
XR_002308365.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308366.1	16	27	21	17	16	23	18	19	23	16	11	9
XM_020866351.1	0	0	0	0	0	0	0	0	1	1	0	1
XM_003400344.3	60	49	36	31	33	35	30	26	38	36	33	26
XM_012315798.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400342.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315796.2	958	1251	926	853	832	955	1001	1059	955	762	832	815
XM_003400345.2	102	115	90	90	69	87	83	98	81	103	61	79
XM_012315799.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315801.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315800.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400346.3	22	18	23	26	15	19	22	29	11	14	18	15
XM_020866346.1	915	929	799	773	629	803	889	647	787	687	586	647
XM_003400347.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315804.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315805.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400348.3	3419	7371	3774	4829	4091	5200	4226	4421	4676	2853	4082	4382
XM_020866353.1	0	2	0	3	1	0	0	3	2	2	2	1
XM_020866352.1	1	0	2	2	0	3	1	5	5	5	2	3
XM_003400349.3	0	3	0	0	1	0	0	0	1	0	0	0
XM_012315806.2	31	16	14	17	19	16	21	15	13	16	9	18
XM_012315807.2	22	23	14	13	12	12	24	15	15	19	7	9
XM_003400354.3	480	686	504	410	344	467	515	335	356	456	466	478
XM_012315809.2	968	1005	782	833	698	933	1030	829	702	908	832	670
XM_020866348.1	33	37	24	19	14	20	28	23	32	28	20	27
XM_020866347.1	7	9	1	5	7	2	6	7	6	3	1	3
XM_020866349.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400356.3	1574	1700	1816	1650	1783	1649	2599	1970	1819	1995	1353	1514
XM_003400355.3	0	0	0	0	0	0	0	1	0	0	0	0
XM_020866354.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866358.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866357.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866356.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866355.1	0	1	0	0	0	0	0	0	0	0	0	0
XM_012315812.2	580	1071	687	898	660	796	825	768	706	547	687	715
XM_003400357.3	412	397	323	313	237	309	323	295	291	288	210	260
XM_003400352.3	949	980	895	763	708	768	964	811	676	723	522	615
XM_003400375.3	103	82	72	90	66	53	73	87	76	59	45	67
XM_020866342.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315817.2	0	0	1	1	0	0	0	0	0	0	0	0
XM_003400358.3	0	1	0	1	0	0	0	2	6	0	0	0
XM_012315820.2	0	1	0	1	0	0	0	0	0	0	0	1
XM_012315815.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315816.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866341.1	17	4	16	8	7	2	10	4	1	9	1	3
XM_012315819.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315818.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308333.1	14	13	43	21	10	12	25	13	11	17	5	16
XM_012315849.1	45	69	31	52	50	42	78	72	96	95	47	34
XM_012315821.2	112	155	131	143	129	69	149	131	325	294	177	67
LOC110119879	15	32	29	23	18	8	36	28	46	57	33	20
XM_020866580.1	2	5	1	3	2	5	6	7	3	8	3	4
XM_012315822.2	904	989	1021	715	641	721	850	637	664	642	605	694
XM_003400360.3	641	1623	1095	989	1148	1899	869	1381	1022	538	1312	1728
XM_020866693.1	275	339	275	239	232	272	246	272	239	187	169	222
XM_020866692.1	20	12	10	15	15	12	7	13	11	5	2	9
XM_020866691.1	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-UCU-2	1	1	3	1	1	0	1	3	0	2	0	1
XM_003400363.3	1255	1131	1121	910	1056	923	1156	1337	1063	803	736	740
XM_020866469.1	24	24	26	15	19	16	17	23	11	16	11	32
XM_012315842.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315846.2	0	0	1	0	0	1	0	1	0	1	0	0
XM_012315845.2	1	2	3	0	1	1	3	0	0	1	1	0
XM_012315844.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308361.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315840.2	1444	1816	1531	1555	1239	1550	1601	1642	1328	1183	1239	1294
XM_020866464.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866463.1	0	0	0	0	2	11	5	0	0	1	0	0
XM_020866466.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866465.1	2	1	2	0	0	3	10	4	0	2	0	1
XM_003400379.3	49	55	60	50	49	46	90	44	36	63	45	46
XM_020866468.1	1	3	2	0	1	0	0	0	2	0	2	2
XM_020866467.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308363.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308362.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400367.3	267	447	277	364	352	446	407	336	349	271	306	325
XM_012315837.2	782	754	702	621	920	932	1412	931	603	523	507	527
XM_003400368.3	98	145	66	63	105	154	55	96	105	56	88	97
XM_020866461.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315838.2	9	8	0	0	5	13	7	8	7	6	8	8
XM_020866462.1	0	0	0	0	2	1	0	0	1	0	0	3
XM_012315839.2	567	486	367	418	312	344	453	325	353	459	274	239
XR_002308364.1	25	17	16	19	26	13	40	13	6	19	20	15
XR_001099285.2	2	6	7	5	3	2	3	4	3	1	2	4
XM_020866470.1	10	15	7	7	14	8	13	11	9	8	4	3
XM_020866481.1	999	1325	1027	939	662	783	773	704	891	683	534	729
XM_003400370.3	3	3	3	5	4	4	8	2	3	8	6	2
XM_012315851.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400412.3	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308348.1	0	1	0	0	0	1	0	0	0	1	1	1
XM_003400400.3	41	25	38	25	21	21	26	22	19	38	23	15
XM_003400408.3	149	215	215	189	162	208	200	152	140	103	110	202
XM_012315852.2	20	16	22	7	5	8	23	11	18	13	5	11
XM_003400416.3	17	6	7	11	8	11	4	15	15	8	16	8
XR_002308349.1	14	19	20	26	10	19	13	17	17	7	10	24
XM_003400387.3	31	22	35	20	11	12	17	19	25	23	11	12
XR_002308350.1	0	2	3	6	1	5	1	5	1	0	1	2
XM_020866581.1	0	0	1	0	0	1	0	2	1	2	3	0
XM_012315941.2	1	1	2	0	0	1	2	1	3	0	4	3
XM_020866434.1	1	2	4	1	3	4	0	2	2	0	2	1
XM_012315943.2	41	54	80	46	23	51	35	36	40	43	22	38
XM_003400390.2	3	4	4	8	2	5	6	0	2	8	1	2
XM_003400396.3	0	0	0	0	0	0	0	0	0	0	0	1
XM_020866520.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400397.3	617	702	631	889	471	660	651	498	751	676	572	558
XM_003400398.3	66	62	79	47	40	40	36	50	27	42	23	24
XM_020866553.1	2	3	2	0	3	3	2	1	4	1	0	1
XM_012315854.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315858.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315855.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315857.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315860.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315859.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315862.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315863.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315864.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315856.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315865.2	110	98	131	87	99	114	144	72	63	63	40	69
XM_012315861.2	14	5	3	7	6	7	15	4	8	5	3	5
XM_012315869.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400401.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315868.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866554.1	9	5	2	7	12	4	8	8	10	1	3	2
XR_002308395.1	6	0	2	0	1	1	3	2	1	0	0	2
XM_020866555.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308396.1	31	15	11	12	8	19	12	16	17	5	6	5
XM_003400402.2	16	17	9	13	19	23	19	16	16	10	19	10
XM_012315871.2	15	11	19	4	12	13	14	6	8	7	7	10
XM_020866582.1	46	39	10	23	47	53	38	32	29	19	24	27
XM_003400403.3	3596	2816	2123	1693	2999	3981	4646	2364	2089	1796	1958	2354
XM_003400406.3	1434	1293	1531	929	1215	852	979	1257	1730	946	431	878
XM_003400409.3	311	1133	673	953	652	701	853	546	776	593	754	673
XM_020866657.1	3	6	6	9	2	8	3	3	10	6	3	7
XM_003400405.3	6	6	2	2	7	3	11	2	3	9	7	2
XM_012315874.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315875.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315876.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400393.3	719	784	815	634	461	650	564	470	538	695	423	506
XM_020866656.1	2607	2565	2392	2092	2194	2417	2642	1887	2201	2246	1708	1695
XM_012315877.2	80	77	50	59	50	57	41	51	77	94	45	52
XM_020866583.1	27	48	31	28	19	29	40	23	37	52	26	20
XM_012315882.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315883.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400410.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315881.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400411.2	43	57	25	20	33	39	40	43	35	41	34	23
XM_012315880.2	7	5	3	2	5	3	10	1	5	1	2	2
XM_003400413.3	2048	1301	1619	1203	1186	1116	1758	1124	937	1415	801	1065
XM_012315879.2	3090	3012	2633	2560	1911	2271	2040	1577	2310	2543	1928	2075
XM_012315878.2	9484	11262	10941	10758	8690	9652	12885	9663	8690	8121	7657	8342
XM_012315886.2	87	40	74	80	58	58	73	62	54	51	48	36
XM_012315885.2	56	35	35	49	44	35	41	36	30	21	18	27
XM_003400415.3	239	232	158	135	152	175	120	185	142	88	77	156
XM_003400417.3	0	1	0	0	0	0	0	0	0	0	0	0
XM_020866432.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315889.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315890.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400419.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315893.2	115	123	124	75	77	80	105	88	96	77	54	79
XM_012315894.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308346.1	19	10	9	10	4	20	8	7	10	19	11	10
XR_002308345.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866433.1	0	1	0	0	0	0	0	0	0	0	0	0
XM_003400422.3	182	171	220	174	193	199	234	273	127	92	97	174
XM_012315895.2	136	114	147	64	42	60	129	58	68	75	45	57
XR_002308347.1	1	1	0	0	0	0	1	0	2	0	0	0
XM_003400425.3	0	0	0	0	1	0	0	2	1	0	0	0
XM_012315896.1	21	48	29	40	24	22	18	35	34	21	26	20
XM_003400424.2	48	29	36	49	28	47	27	34	19	29	40	44
XM_012315898.1	0	1	1	0	0	1	0	1	3	0	2	1
XM_012315899.2	3	3	5	5	5	3	2	4	1	0	0	5
XM_012315897.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315900.1	2607	5819	3517	4720	2806	3557	3607	3451	3258	2758	3139	3063
XM_012315909.2	0	0	0	1	0	1	1	1	0	0	0	0
XM_012315911.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315914.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308352.1	12	11	19	9	17	14	4	18	12	11	15	13
XR_002308353.1	39	44	32	33	21	28	37	35	25	22	21	25
XM_020866436.1	18	13	14	17	10	15	12	9	18	9	8	12
XM_012315902.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315905.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315906.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315907.1	1	1	2	0	1	0	0	1	1	0	1	0
XM_012315908.2	5	1	2	1	2	1	2	2	1	1	0	2
XM_020866437.1	16	11	13	10	4	4	6	10	17	7	6	7
XM_012315918.2	1	3	1	1	0	1	4	4	0	1	0	0
XM_003400428.3	0	3	0	1	1	1	0	0	1	3	0	0
XM_012315921.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866440.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866441.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315924.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866439.1	0	0	0	1	1	1	0	0	0	0	0	0
XM_020866444.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866443.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866445.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099288.2	843	934	825	841	655	823	1000	804	821	783	673	717
XM_003400433.3	905	1118	901	942	850	888	1010	845	770	767	809	722
XR_001099290.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099291.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866438.1	1585	1370	1320	1218	1195	1318	1832	1364	1135	1088	1080	1155
XM_003400438.3	354	285	231	238	202	244	291	120	190	164	163	193
XM_003400437.3	1209	2012	1263	1664	1315	1483	1694	1290	1503	1303	1290	1352
XM_012315927.2	60	50	47	38	48	51	71	47	31	42	49	38
XM_020866446.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400435.3	1617	1686	1511	1451	1184	1183	1746	1157	1154	1376	889	1008
XM_012315928.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315931.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400380.3	17	21	15	27	23	15	13	11	19	16	9	10
XM_003400381.3	7	33	19	14	7	18	14	8	14	11	16	17
XM_003400382.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866447.1	1211	1593	1376	1431	1361	1525	1802	1317	1639	1150	1109	1379
XM_012315934.2	1311	1700	1293	1200	1239	1361	1488	1185	979	1191	919	1145
XM_003400385.2	50	43	37	62	47	42	70	42	24	24	30	52
XM_020866480.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866479.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315938.1	0	0	0	1	0	0	0	0	0	0	0	0
XM_012315939.1	0	0	0	0	0	0	0	3	0	0	2	1
XM_012315937.2	2	0	1	0	0	1	1	0	1	3	1	0
XM_003400386.3	356	355	338	323	309	339	411	338	288	311	294	283
XM_003400473.3	260	336	314	192	250	296	348	218	175	202	221	226
XR_002308402.1	18	28	25	13	31	27	12	12	15	10	19	14
XM_020866625.1	2	1	1	0	0	0	0	1	3	0	0	0
XM_020866626.1	0	0	0	0	0	0	1	0	0	0	0	0
XR_002308408.1	10	2	3	2	1	0	10	4	3	1	1	4
XM_012315948.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315947.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003400474.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315949.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315951.2	1	0	1	2	1	0	3	1	0	1	0	1
XM_012315950.2	1	3	1	3	0	1	0	0	0	0	0	2
XM_020866624.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315952.2	677	779	439	551	453	564	578	458	442	454	476	407
XM_012315953.2	0	4	0	3	1	0	4	1	0	3	0	2
XM_012315956.2	14	5	7	3	4	7	5	5	15	8	10	12
XM_003400439.3	215	187	85	137	123	147	59	182	135	114	175	134
XR_001099292.2	0	0	0	0	0	0	0	0	0	0	0	0
