GeneInfo	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_012320598.2	83	79	85	56	71	80	83	81	95	58	67	41
XM_020862594.1	0	1	0	1	0	0	0	2	0	0	0	0
XM_012320597.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320596.2	299	269	290	232	211	228	357	211	216	284	174	153
XM_012320595.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862595.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320602.2	4	0	1	0	1	1	1	2	0	1	0	1
XM_020862596.1	4	10	0	5	4	4	9	10	8	0	3	7
XM_003394153.3	346	433	331	323	268	344	413	302	288	281	271	291
XM_012320591.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320592.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320593.2	0	2	0	0	0	0	0	0	0	0	0	0
XM_012320594.2	0	0	0	0	1	0	0	0	0	0	0	0
XM_012320588.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320589.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320590.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868614.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394152.3	575	773	574	698	484	593	721	604	474	470	505	601
XM_003394149.3	2865	2384	3326	2106	2366	2371	3467	2804	2016	1857	1573	2011
XM_003394148.3	960	863	825	671	680	708	919	750	609	745	568	586
XM_003394147.3	709	1755	786	763	763	892	671	1218	815	540	958	1142
XM_020868615.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320586.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394145.3	0	0	0	0	0	0	0	0	0	0	1	0
XM_012320584.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320585.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394144.3	70	114	84	76	86	51	113	80	89	105	64	70
XM_012320579.2	0	1	0	0	0	0	1	1	1	0	0	0
XM_020868480.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868478.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394143.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320583.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868479.1	0	0	0	0	0	0	0	0	0	0	0	1
XM_012320580.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394142.3	0	1	0	0	1	2	0	1	4	1	3	0
XM_020868481.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320582.2	9	6	0	0	1	2	3	0	0	1	0	0
XR_002308956.1	27	43	35	35	35	24	25	19	27	26	23	21
XM_012320882.2	2	1	0	0	3	0	2	0	0	1	0	2
XM_020868649.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394140.3	215	311	225	225	206	255	278	240	223	180	178	226
XM_012320578.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868530.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394141.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320880.2	7	5	4	3	4	4	7	2	6	2	0	0
XM_012320576.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320574.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320577.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394139.3	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308951.1	12	14	31	8	7	11	7	12	2	4	9	16
XM_003394137.3	2991	3309	2588	2549	2582	3082	3355	2349	2708	2331	2346	2513
XM_003394136.3	114	108	125	87	83	71	66	107	79	100	66	73
XM_003394135.3	10	7	9	5	1	3	3	3	5	14	1	0
XM_020868670.1	0	0	0	2	0	0	0	0	0	0	0	0
XM_012320572.2	5	13	11	3	2	5	1	4	2	2	5	3
XM_003394133.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320573.2	0	0	0	1	0	0	0	0	0	1	0	0
XM_003394134.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320567.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320569.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320568.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320566.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394132.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320565.2	2	1	1	3	2	3	6	0	1	2	0	2
XM_003394131.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320562.2	0	0	2	3	3	1	2	8	0	1	3	0
XM_012320563.2	0	0	0	1	0	0	0	0	0	0	0	0
XM_012320561.2	0	0	0	0	0	0	2	1	0	0	0	0
XM_012320564.2	1	1	7	1	2	3	1	3	1	1	4	1
XM_012320559.2	28	6	4	9	10	16	21	11	6	9	6	2
XM_020868477.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394130.3	0	0	0	0	0	0	0	0	0	0	0	0
TRNAH-GUG	0	0	0	0	0	0	5	0	0	0	0	0
XM_020868422.1	2	2	2	4	1	2	5	2	4	1	1	1
XM_012320555.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320556.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394129.3	241	326	263	249	228	191	283	204	217	197	226	224
XM_012320554.2	9	18	14	14	8	11	21	12	18	10	5	15
XM_020868538.1	0	3	3	3	4	4	3	0	2	1	2	1
XM_012320550.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320553.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320551.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394126.2	2901	4567	2795	3662	2964	3381	4190	3693	3707	2885	3175	3075
XR_002308946.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320547.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320546.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320543.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320542.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320541.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320544.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320540.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320548.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868440.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394124.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868444.1	38	31	56	36	52	61	31	37	58	114	36	23
XM_020868443.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868442.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868441.1	0	0	1	0	0	0	0	0	0	0	0	0
XM_003394123.3	175	159	23	90	97	100	2	45	24	46	111	42
XM_003394122.3	475	443	105	259	182	306	31	154	113	162	321	118
XM_020868604.1	0	4	3	3	1	1	5	2	1	3	2	1
XM_003394119.3	1232	1243	1016	723	801	865	994	909	682	891	742	807
XR_002308979.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868605.1	6	0	4	8	1	5	3	8	1	0	3	4
XM_003394120.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394117.3	24	26	15	21	12	7	16	16	10	19	9	3
XM_012320537.2	1	4	5	1	2	2	3	2	2	5	4	2
XM_003394116.3	1939	1331	965	983	1153	803	1369	1106	1238	971	538	683
XM_003394115.3	532	551	570	484	425	408	485	453	435	597	286	386
XR_001099756.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099755.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099754.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320536.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320535.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394118.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394114.3	137	186	205	202	125	156	206	127	123	144	138	174
XM_012320533.2	3385	4632	3842	4674	3647	3479	4355	5589	4252	3287	3423	3424
XM_003394112.3	6	4	10	2	2	1	5	6	2	6	6	1
XM_020868549.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394111.3	1352	1051	1254	1205	1005	868	1620	1209	991	880	599	688
XM_003394330.3	74	45	65	63	56	47	123	41	66	70	24	43
XM_012320530.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394110.3	1379	1863	1314	1095	1203	1171	1807	1188	933	869	1517	1092
XM_012320528.2	318	161	252	185	189	161	267	212	138	165	125	110
XM_012320529.2	1227	1031	1319	1113	940	919	1391	875	868	1050	793	722
XM_003394109.2	181	247	244	227	134	195	224	172	154	166	139	198
XM_012320524.2	928	1281	1042	1142	881	1120	1173	1128	899	816	735	961
XM_012320527.2	292	278	229	228	213	168	218	260	276	251	160	160
XM_003394106.3	1225	971	570	613	804	587	800	792	1045	783	536	562
XM_003394103.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868420.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099752.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394102.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320521.2	0	0	0	0	0	0	1	0	0	0	0	0
XM_012320522.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320520.2	11	1	5	0	4	3	4	2	5	2	3	4
XM_012320519.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320518.2	723	937	774	660	701	758	939	646	592	603	666	693
XM_012320516.2	162	148	137	114	120	120	130	98	100	87	71	85
XM_003394100.3	53	98	62	88	35	46	59	43	67	59	47	89
XM_012320517.2	301	275	315	293	237	241	338	215	254	231	215	247
XM_003394098.3	292	267	310	257	236	218	274	327	220	280	170	223
XM_012320515.2	218	1143	428	393	344	348	582	713	538	185	168	392
XM_012320514.2	62	41	55	40	32	22	63	48	40	44	29	30
XM_003394096.3	4093	56338	14655	13032	22749	17054	10798	36087	24344	1720	9269	19535
XM_003394095.2	30277	5112	20790	7022	14987	25311	11109	12790	12126	16555	22818	9419
XM_012320512.2	2221	2398	1430	1944	1892	1980	2499	1961	2018	2054	2089	1555
XM_003394089.3	124	160	158	132	135	132	186	143	94	121	152	107
XM_012320510.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394093.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868486.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320511.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394086.3	53	77	58	51	48	45	46	32	42	43	47	55
XM_003394085.3	280	311	241	219	209	200	361	214	196	274	168	187
XM_003394084.2	913	1502	800	1043	1257	1499	1682	1166	1239	1162	1605	993
XM_003394088.3	1961	3329	2084	2631	2142	2687	3107	2188	2283	1763	2105	2178
XM_020862606.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320508.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394090.3	183	182	146	110	117	141	145	177	109	134	82	119
XM_012320507.2	253	287	322	309	191	221	231	226	170	201	214	227
XM_012320506.1	120	107	126	115	94	74	110	107	121	115	89	118
XM_012320505.2	3	3	0	1	1	3	3	2	3	0	4	3
XM_003394091.2	1189	620	197	592	569	631	26	288	320	318	598	348
XR_001099751.2	26	17	43	37	13	22	13	12	11	51	11	16
XM_012320504.2	3	7	1	2	1	3	2	0	3	5	0	3
XM_003394083.3	699	304	161	372	336	237	55	183	184	206	265	164
XM_003394082.3	675	739	383	544	457	357	319	305	289	348	422	304
XM_003394081.3	30	40	24	21	29	17	24	20	28	23	17	19
XM_012320503.2	479	507	495	422	370	348	531	399	358	464	271	313
XM_020868418.1	173	70	72	36	96	73	109	126	46	50	53	56
XM_012320496.2	1	0	5	1	0	1	1	0	0	2	0	2
XM_020868419.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320497.2	0	0	0	1	0	0	1	0	0	0	0	0
XM_020868414.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868416.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320498.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868417.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868415.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394077.3	54	46	55	49	30	46	45	44	48	49	30	36
XM_012320499.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320502.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320500.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320501.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394074.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320494.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868598.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868599.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394075.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868602.1	16	17	6	11	16	10	13	8	13	5	2	8
XM_003394073.3	15	11	38	11	22	11	40	10	17	9	5	10
XM_012320491.2	489	362	343	279	398	431	325	259	242	121	223	240
XM_020868600.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394071.3	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099750.2	6	4	13	6	3	2	3	6	6	5	3	7
XM_003394070.3	501	437	319	560	453	306	491	414	279	348	301	246
XM_020868601.1	9	1	3	3	5	4	9	10	4	1	9	2
XM_012320488.2	466	564	561	603	421	388	591	472	453	461	326	405
XM_012320487.2	32	26	42	15	22	23	11	21	9	25	17	22
XM_012320486.2	0	0	0	0	0	0	1	0	0	0	1	0
XM_003394068.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320485.2	20	12	16	13	20	15	8	10	15	27	3	14
XM_003394067.3	1185	1463	1173	1142	1034	1278	1478	1085	1039	1121	1092	1019
XM_003394066.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320483.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320484.2	1	2	3	2	2	2	6	0	2	0	0	0
XM_003394065.3	2279	2719	2273	2507	2044	2280	2898	2599	2186	1871	1776	1952
XM_003394064.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868437.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868436.1	0	0	3	0	0	0	0	0	0	0	0	0
XM_012320478.1	1199	1277	1226	1005	826	1017	1371	916	761	876	958	860
XM_012320479.2	621	1016	826	758	538	715	771	573	592	523	524	675
XR_002308944.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308945.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320477.2	1139	850	1058	910	736	827	929	761	715	860	521	662
XM_012320463.2	29	27	23	24	21	14	20	13	16	25	14	20
XM_012320466.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320469.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320468.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868569.1	79	174	137	218	122	147	235	164	181	122	164	151
XM_020868570.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394061.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868572.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868571.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320470.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868567.1	6	10	10	9	8	10	8	18	7	4	5	7
XM_012320472.2	8	11	18	10	7	3	6	13	10	6	4	7
XM_003394057.3	1139	9738	3640	4866	2811	5091	2297	4732	4046	1235	1529	5535
XM_020868568.1	789	788	697	696	608	736	744	674	631	548	487	563
XM_020868565.1	66	5	13	7	44	23	34	52	4	9	16	19
XM_020868566.1	366	325	352	291	286	239	381	362	270	289	231	262
XM_003394054.2	711	771	746	745	549	649	676	609	547	632	563	564
XM_012320459.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320461.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394326.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320462.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868573.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320460.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320458.2	11477	13525	11450	12344	9280	11068	12546	9079	10848	12145	10593	8958
XM_003394053.3	1549	2138	1604	1697	1542	1632	2068	1717	1597	1454	1410	1276
XM_012320456.2	0	4	1	0	1	4	0	1	0	2	0	2
XM_020868574.1	1	0	0	0	0	0	0	0	0	0	0	0
XM_003394052.3	1759	1745	985	1731	855	1047	669	1005	1134	1825	795	1335
XM_003394051.3	4873	7966	4740	6257	5742	6869	7589	5648	6507	4826	6232	5247
XM_012320455.1	4031	5867	4490	4903	3949	4562	4754	4318	4050	3831	3764	3622
XM_003394050.3	1	0	1	3	1	0	2	0	1	0	1	0
XM_012320454.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394369.3	1091	2853	1330	1264	1181	1665	2500	1559	1131	1212	823	1282
XM_020868578.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868579.1	0	0	0	0	0	0	0	0	0	2	0	0
XM_012320448.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320452.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394367.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320449.2	115	60	80	41	73	68	64	79	51	32	35	44
XM_012320450.2	14	8	11	7	5	6	9	15	5	10	5	5
XM_012320447.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320451.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868660.1	8372	5363	7633	6422	6384	5586	7067	7049	5716	5345	3669	4379
XM_020868663.1	278	207	246	188	213	243	324	265	181	198	185	147
XM_020868661.1	705	611	577	511	464	504	638	522	450	458	354	364
XM_020868662.1	504	460	407	338	363	368	316	280	357	392	245	344
XM_012320446.2	2573	2781	2274	2363	2072	2283	2557	2415	2212	1915	1666	1887
XM_003394365.3	525	928	537	726	558	762	649	664	622	444	560	548
XM_003394364.3	1122	1334	1044	1103	1048	1240	1525	1137	1043	973	1009	862
XM_003394345.3	2069	2451	2068	1856	1701	1805	2186	1729	1662	1691	1488	1488
XM_020868432.1	1	1	6	3	1	3	1	2	3	1	1	0
XM_020868433.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320441.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394333.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320442.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320443.2	328	324	253	263	180	234	246	200	192	220	245	224
XM_003394322.3	1352	1718	1414	1363	1120	1264	1454	1201	1233	1077	1131	1106
XM_012320440.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320437.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320438.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320439.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320436.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308943.1	204	106	110	91	99	93	137	108	66	95	81	73
XM_020868435.1	303	214	184	124	160	158	227	172	126	185	132	140
XM_012320433.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320435.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868434.1	6	6	11	14	10	3	11	3	6	5	5	6
XM_012320434.2	12	27	19	28	24	28	15	19	17	19	11	15
XM_012320432.2	2864	4098	2761	2867	2772	3067	2693	3504	2913	2135	2471	3418
XR_002308942.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099747.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394257.3	1162	1497	1285	1262	1152	1138	1608	1382	1092	1224	983	990
XM_003394233.3	956	738	926	713	728	613	904	852	598	611	466	518
XM_012320431.2	1793	1863	1647	1620	1347	1436	1912	1510	1400	1477	1227	1183
XM_020862597.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394222.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020862598.1	45	29	35	22	25	13	41	23	19	25	18	20
XM_020868528.1	2957	3205	3305	3087	2563	2768	3206	2548	2592	2739	1989	2301
XR_002308975.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308974.1	29	24	27	28	18	20	28	30	14	27	19	23
XR_002308976.1	6	4	9	8	0	4	1	10	2	4	3	3
XM_020868587.1	68	96	108	97	56	79	108	76	54	62	70	72
XM_012320895.2	6	4	2	6	7	4	1	10	4	6	3	1
XR_002308977.1	0	0	1	0	0	0	0	0	0	0	0	3
XM_020868594.1	0	2	2	2	0	1	3	1	1	1	1	2
XM_020868591.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868593.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868592.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868589.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868590.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868588.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868595.1	65	77	99	70	63	49	67	61	58	36	62	65
XM_020868596.1	89	48	73	47	35	39	74	42	30	40	34	42
XM_012320896.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320897.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394371.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868597.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394373.3	924	1286	1041	1090	1035	1090	1421	1060	1013	950	925	923
XM_003394374.3	265	350	342	370	243	285	345	284	284	227	290	236
XM_020868540.1	506	336	468	389	253	271	361	326	313	443	234	271
XM_012320900.1	0	0	1	2	2	1	1	0	0	0	0	0
XR_001099774.2	18	12	18	22	9	9	135	13	26	20	9	21
XR_001099773.2	48	25	13	21	25	19	100	34	11	20	6	17
XR_002308953.1	41	24	20	22	12	12	25	21	14	18	9	11
XR_001099776.2	0	0	0	1	0	0	2	0	0	0	0	0
XR_001099775.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308973.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099777.2	27	26	28	32	24	21	25	30	36	22	12	26
XM_020868548.1	38	36	40	34	28	36	42	36	20	32	19	20
LOC110120339	28427	18634	15629	19021	12981	14839	16996	16689	14165	17628	10997	13700
XM_020868506.1	2	1	2	0	7	1	6	1	2	5	2	0
XR_001099779.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099778.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394382.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320905.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320907.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320906.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320903.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394380.3	647	847	686	686	562	693	898	681	605	685	680	553
XM_020862593.1	0	3	0	1	3	0	3	1	0	2	0	0
XM_012320908.2	3	1	2	5	1	1	4	0	2	1	0	0
XR_001099780.2	0	0	0	0	0	2	0	0	0	0	0	0
XM_003394385.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320910.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012320911.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394384.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868692.1	0	2	0	0	0	0	0	0	0	0	0	0
XR_002308993.1	10	5	2	6	6	9	15	4	10	12	2	6
XR_002308992.1	57	74	49	43	60	29	27	54	37	25	18	31
XM_003394389.3	980	290	420	204	231	238	319	489	164	405	164	354
XM_012320913.2	4	6	7	9	2	4	3	9	5	4	1	11
XR_002308991.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099782.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099781.2	50	21	36	21	37	37	15	31	28	25	14	27
XR_002308990.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308989.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001099783.2	7	0	1	0	0	8	0	5	5	6	1	3
XM_020868695.1	1	1	2	0	1	1	0	2	1	2	1	0
XM_020868694.1	0	0	0	0	0	0	0	0	0	0	0	1
XM_020868693.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394388.3	14319	11749	10413	9244	9663	9495	8190	8832	10287	11111	6829	6663
XR_002308988.1	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308987.1	5	0	0	0	2	0	0	1	0	0	2	1
XR_001099784.2	2	2	7	5	8	6	9	9	0	5	4	11
XM_020868557.1	2	0	0	0	0	0	0	0	0	2	1	1
XM_020868431.1	241	198	250	164	206	182	254	205	134	140	147	150
XR_002308940.1	0	2	0	1	0	0	0	0	0	0	0	0
XR_002308941.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321072.2	1255	1208	1099	1148	1005	1117	1552	1397	1136	969	950	895
XM_003394471.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394472.3	0	0	0	0	0	0	0	0	0	0	1	0
XM_012321070.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321069.2	779	1071	931	885	660	855	851	736	757	764	696	830
XM_003394470.3	192	237	229	229	177	208	200	212	166	144	150	203
XM_012321068.2	505	685	629	618	473	479	641	506	442	537	497	442
XM_003394468.3	115	211	146	153	125	153	146	185	145	112	119	166
XM_003394467.3	781	430	431	465	595	443	718	620	560	595	346	348
XR_002308954.1	114	100	154	101	83	108	99	76	60	81	47	77
XM_003394465.3	853	899	1325	1080	905	1009	1382	994	743	615	617	841
XM_003394464.3	2275	4680	2835	2942	2191	2955	2428	2546	2946	1950	1810	2987
XM_003394463.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321065.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394462.3	390	432	454	437	487	490	493	385	497	394	384	333
XM_012321063.2	0	0	0	0	0	0	2	0	0	0	0	0
XM_012321058.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394460.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321062.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868512.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321059.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321064.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394461.2	10	20	8	11	10	11	1	3	6	0	8	5
XM_020868514.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321057.2	6587	7444	7121	5593	5672	6021	6631	6290	5442	5015	3715	5636
XM_020868558.1	111	185	155	134	117	89	127	114	105	115	113	148
XM_003394456.3	5	1	4	4	4	1	5	2	6	2	2	4
XM_020868451.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394458.2	471	499	460	434	417	358	554	381	357	314	298	342
XM_020868485.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020868484.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321055.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321051.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394453.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003394452.3	3	3	4	14	5	6	2	2	4	9	3	4
XM_012321050.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321049.2	39	131	14	32	48	39	12	40	36	4	65	72
XM_020868559.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012321075.2	0	0	1	0	0	0	2	0	0	0	0	0
XM_003394450.3	62	35	154	108	36	38	25	37	26	62	43	21
XM_003394448.3	6782	10255	10319	10980	6731	7375	14981	7008	7566	7128	6713	7004
XM_003394449.3	1510	2296	1570	1868	1376	1886	2029	1765	1560	1168	1374	1843
XM_012321045.2	177	240	150	171	255	230	163	218	251	183	209	156
XM_012321048.2	0	0	0	0	0	0	0	0	0	0	0	0
